4.1e+06	Inf
4.1e+06	Inf
4.1e+06	6.3e+07
4.1e+06	Inf
4.1e+06	Inf
4.1e+06	Inf
4.1e+06	Inf
4.1e+06	Inf
4.1e+06	4.3e+06
4.1e+06	Inf
4.1e+06	Inf
4.1e+06	8.5e+06
4.1e+06	Inf
4.1e+06	Inf
4.1e+06	Inf
4.1e+06	Inf
4.1e+06	Inf
4.1e+06	4.3e+06
4.1e+06	Inf
4.1e+06	Inf
4.1e+06	4.1e+06
4.1e+06	Inf
4.1e+06	Inf
4.1e+06	4.1e+06
4.1e+06	4.1e+06
4.1e+06	4.1e+06
4.1e+06	4.1e+06
 
5
8
