3.6e+06	Inf
2.7e+05	Inf
Inf	Inf
7.9e+05	Inf
7.4e+05	Inf
Inf	Inf
2.7e+05	Inf
Inf	Inf
Inf	Inf
1.7e+05	Inf
Inf	Inf
Inf	Inf
7.1e+05	Inf
1.3e+05	Inf
1.7e+05	Inf
Inf	Inf
Inf	Inf
9.4e+05	Inf
1.7e+05	Inf
3.7e+05	Inf
1.3e+05	Inf
3.8e+05	Inf
2.7e+06	Inf
6.2e+05	9.1e+05
1.2e+05	1.2e+05
1.2e+05	1.2e+05
4e+05	4.2e+05
 
5
8
